CountryName,MortalityYear,Gender,AgeGroupCode,ICD10,Deaths,Class,Zone
Mexico,2017,Male,24,J410,1,Bronchitis,CentralAmerica
Mexico,2017,Male,18,J40 ,1,Bronchitis,CentralAmerica
Mexico,2017,Male,17,J40 ,1,Bronchitis,CentralAmerica
Mexico,2017,Male,17,J209,1,Bronchitis,CentralAmerica
Mexico,2017,Male,20,J40 ,1,Bronchitis,CentralAmerica
Mexico,2017,Male,23,J411,1,Bronchitis,CentralAmerica
United States,2017,Male,23,J208,1,Bronchitis,NorthernAmerica
United States,2017,Male,23,J411,1,Bronchitis,NorthernAmerica
United States,2017,Male,24,J201,1,Bronchitis,NorthernAmerica
United States,2017,Male,18,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,18,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,17,J209,1,Bronchitis,NorthernAmerica
United States,2017,Male,17,J208,1,Bronchitis,NorthernAmerica
United States,2017,Male,26,J205,1,Bronchitis,NorthernAmerica
United States,2017,Male,26,J411,1,Bronchitis,NorthernAmerica
United States,2017,Male,26,J410,1,Bronchitis,NorthernAmerica
United States,2017,Male,14,J410,1,Bronchitis,NorthernAmerica
United States,2017,Male,14,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,14,J209,1,Bronchitis,NorthernAmerica
United States,2017,Male,15,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,12,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,5,J208,1,Bronchitis,NorthernAmerica
United States,2017,Male,11,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,Male,6,J209,1,Bronchitis,NorthernAmerica
United States,2017,Male,6,J42 ,1,Bronchitis,NorthernAmerica
Colombia,2017,Male,9,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,28,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,28,J209,1,Bronchitis,SouthAmerica
Colombia,2017,Male,6,J209,1,Bronchitis,SouthAmerica
Colombia,2017,Male,5,J205,1,Bronchitis,SouthAmerica
Colombia,2017,Male,5,J208,1,Bronchitis,SouthAmerica
Colombia,2017,Male,27,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,17,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,25,J209,1,Bronchitis,SouthAmerica
Colombia,2017,Male,15,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,14,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,18,J209,1,Bronchitis,SouthAmerica
Colombia,2017,Male,24,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,23,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,Male,22,J209,1,Bronchitis,SouthAmerica
Colombia,2017,Male,20,J209,1,Bronchitis,SouthAmerica
Argentina,2017,Male,23,J411,1,Bronchitis,SouthAmerica
Argentina,2017,Male,23,J209,1,Bronchitis,SouthAmerica
Argentina,2017,Male,20,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,Male,24,J410,1,Bronchitis,SouthAmerica
Argentina,2017,Male,24,J40 ,1,Bronchitis,SouthAmerica
Argentina,2017,Male,19,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,Male,26,J410,1,Bronchitis,SouthAmerica
Argentina,2017,Male,5,J209,1,Bronchitis,SouthAmerica
Argentina,2017,Male,28,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,Male,10,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,7,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,3,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,28,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,5,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,12,J42 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,12,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,14,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,15,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,27,J410,1,Bronchitis,SouthAmerica
Peru,2017,Male,17,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,19,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,19,J42 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,19,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,21,J411,1,Bronchitis,SouthAmerica
Peru,2017,Male,21,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,26,J411,1,Bronchitis,SouthAmerica
Peru,2017,Male,23,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,Male,20,J209,1,Bronchitis,SouthAmerica
Peru,2017,Male,20,J200,1,Bronchitis,SouthAmerica
Canada,2017,Male,24,J209,1,Bronchitis,NorthernAmerica
Canada,2017,Male,21,J42 ,1,Bronchitis,NorthernAmerica
Canada,2017,Male,22,J209,1,Bronchitis,NorthernAmerica
Canada,2017,Male,20,J40 ,1,Bronchitis,NorthernAmerica
Canada,2017,Male,19,J42 ,1,Bronchitis,NorthernAmerica
Canada,2017,Male,19,J40 ,1,Bronchitis,NorthernAmerica
Chile,2017,Male,20,J209,1,Bronchitis,SouthAmerica
Chile,2017,Male,19,J209,1,Bronchitis,SouthAmerica
Chile,2017,Male,23,J209,1,Bronchitis,SouthAmerica
Chile,2017,Male,23,J42 ,1,Bronchitis,SouthAmerica
Chile,2017,Male,21,J209,1,Bronchitis,SouthAmerica
Chile,2017,Male,24,J40 ,1,Bronchitis,SouthAmerica
Chile,2017,Male,25,J40 ,1,Bronchitis,SouthAmerica
Chile,2017,Male,28,J40 ,1,Bronchitis,SouthAmerica
Cuba,2017,Male,28,J40 ,1,Bronchitis,Caribbean
Cuba,2017,Male,18,J42 ,1,Bronchitis,Caribbean
Cuba,2017,Male,24,J42 ,1,Bronchitis,Caribbean
Cuba,2017,Male,23,J40 ,1,Bronchitis,Caribbean
Cuba,2017,Male,19,J42 ,1,Bronchitis,Caribbean
Cuba,2017,Male,19,J209,1,Bronchitis,Caribbean
Cuba,2017,Male,21,J411,1,Bronchitis,Caribbean
Cuba,2017,Male,21,J40 ,1,Bronchitis,Caribbean
Cuba,2017,Male,22,J411,1,Bronchitis,Caribbean
Guatemala,2017,Male,21,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,19,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,19,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,25,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,27,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,6,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,6,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,7,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,28,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,4,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,28,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,Male,9,J209,1,Bronchitis,CentralAmerica
Paraguay,2017,Male,23,J42 ,1,Bronchitis,SouthAmerica
Paraguay,2017,Male,24,J209,1,Bronchitis,SouthAmerica
Paraguay,2017,Male,24,J42 ,1,Bronchitis,SouthAmerica
Panama,2017,Male,22,J42 ,1,Bronchitis,CentralAmerica
Panama,2017,Male,21,J42 ,1,Bronchitis,CentralAmerica
Panama,2017,Male,25,J42 ,1,Bronchitis,CentralAmerica
Panama,2017,Male,10,J40 ,1,Bronchitis,CentralAmerica
Panama,2017,Male,11,J42 ,1,Bronchitis,CentralAmerica
Panama,2017,Male,28,J209,1,Bronchitis,CentralAmerica
Uruguay,2017,Male,23,J40 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,24,J209,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,22,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,26,J40 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,26,J411,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,26,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,25,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,21,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,Male,28,J42 ,1,Bronchitis,SouthAmerica
Puerto Rico,2017,Male,27,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,Male,26,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,Male,24,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,Male,24,J42 ,1,Bronchitis,Caribbean
St. Vincent and the Grenadines,2017,FeMale,20,J40 ,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,18,J42 ,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,28,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,27,J40 ,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,25,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,24,J209,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,24,J40 ,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,26,J40 ,1,Bronchitis,Caribbean
Puerto Rico,2017,FeMale,26,J42 ,1,Bronchitis,Caribbean
Panama,2017,FeMale,18,J40 ,1,Bronchitis,CentralAmerica
Panama,2017,FeMale,27,J209,1,Bronchitis,CentralAmerica
Panama,2017,FeMale,16,J209,1,Bronchitis,CentralAmerica
Panama,2017,FeMale,7,J42 ,1,Bronchitis,CentralAmerica
Panama,2017,FeMale,8,J42 ,1,Bronchitis,CentralAmerica
Uruguay,2017,FeMale,26,J209,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,25,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,23,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,19,J40 ,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,17,J209,1,Bronchitis,SouthAmerica
Uruguay,2017,FeMale,24,J42 ,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,26,J40 ,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,27,J209,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,5,J209,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,25,J209,1,Bronchitis,SouthAmerica
Paraguay,2017,FeMale,25,J40 ,1,Bronchitis,SouthAmerica
Guatemala,2017,FeMale,20,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,25,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,27,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,27,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,27,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,28,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,10,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,24,J209,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,18,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,23,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2017,FeMale,23,J209,1,Bronchitis,CentralAmerica
Cuba,2017,FeMale,21,J209,1,Bronchitis,Caribbean
Cuba,2017,FeMale,23,J202,1,Bronchitis,Caribbean
Cuba,2017,FeMale,20,J40 ,1,Bronchitis,Caribbean
Cuba,2017,FeMale,20,J42 ,1,Bronchitis,Caribbean
Cuba,2017,FeMale,19,J209,1,Bronchitis,Caribbean
Cuba,2017,FeMale,19,J42 ,1,Bronchitis,Caribbean
Cuba,2017,FeMale,25,J411,1,Bronchitis,Caribbean
Cuba,2017,FeMale,26,J42 ,1,Bronchitis,Caribbean
Cuba,2017,FeMale,27,J411,1,Bronchitis,Caribbean
Cuba,2017,FeMale,27,J42 ,1,Bronchitis,Caribbean
Cuba,2017,FeMale,28,J411,1,Bronchitis,Caribbean
Cuba,2017,FeMale,17,J209,1,Bronchitis,Caribbean
Cuba,2017,FeMale,24,J42 ,1,Bronchitis,Caribbean
Chile,2017,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,20,J411,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,23,J209,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,23,J42 ,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,22,J40 ,1,Bronchitis,SouthAmerica
Chile,2017,FeMale,26,J42 ,1,Bronchitis,SouthAmerica
Canada,2017,FeMale,26,J205,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,26,J208,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,22,J40 ,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,21,J209,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,25,J209,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,17,J42 ,1,Bronchitis,NorthernAmerica
Canada,2017,FeMale,14,J40 ,1,Bronchitis,NorthernAmerica
Peru,2017,FeMale,23,J209,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,23,J410,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,22,J209,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,27,J208,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,17,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,17,J209,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,19,J40 ,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,28,J411,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,10,J209,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,7,J209,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,25,J411,1,Bronchitis,SouthAmerica
Peru,2017,FeMale,24,J411,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,17,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,5,J209,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Argentina,2017,FeMale,24,J410,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,24,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,24,J209,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,19,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,19,J209,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,15,J209,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,13,J209,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,5,J205,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,28,J209,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,11,J42 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,21,J40 ,1,Bronchitis,SouthAmerica
Colombia,2017,FeMale,21,J42 ,1,Bronchitis,SouthAmerica
Mexico,2017,FeMale,18,J42 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,15,J42 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,25,J411,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,25,J410,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,13,J42 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,12,J40 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,27,J410,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,6,J42 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,9,J209,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,22,J40 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,16,J42 ,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,16,J209,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,17,J209,1,Bronchitis,CentralAmerica
Mexico,2017,FeMale,17,J42 ,1,Bronchitis,CentralAmerica
United States,2017,FeMale,26,J205,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,20,J209,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,20,J411,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,19,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,19,J410,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,17,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,17,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,25,J205,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,25,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,18,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,18,J209,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,16,J209,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,16,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,15,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,15,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,14,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,5,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,11,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,10,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,6,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,6,J204,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,7,J42 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,7,J208,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,7,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,8,J40 ,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,21,J418,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,21,J209,1,Bronchitis,NorthernAmerica
United States,2017,FeMale,21,J208,1,Bronchitis,NorthernAmerica
Brazil,2017,FeMale,24,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,15,J40 ,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,25,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,26,J411,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,14,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,12,J40 ,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,28,J410,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,28,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,5,J208,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,5,J204,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,5,J205,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,11,J410,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,10,J410,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,8,J209,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,9,J209,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,9,J42 ,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,23,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,22,J418,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,21,J410,1,Bronchitis,SouthAmerica
Brazil,2017,FeMale,17,J411,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,18,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,27,J418,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,16,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,15,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,15,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,28,J411,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,12,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,10,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,6,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,4,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,9,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,17,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,20,J209,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,22,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,26,J410,1,Bronchitis,SouthAmerica
Peru,2016,FeMale,23,J209,1,Bronchitis,SouthAmerica
Peru,2016,Male,9,J209,1,Bronchitis,SouthAmerica
Peru,2016,Male,3,J209,1,Bronchitis,SouthAmerica
Peru,2016,Male,9,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,10,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,10,J209,1,Bronchitis,SouthAmerica
Peru,2016,Male,6,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,11,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,13,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,5,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,15,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,16,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,14,J40 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,19,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,26,J411,1,Bronchitis,SouthAmerica
Peru,2016,Male,20,J42 ,1,Bronchitis,SouthAmerica
Peru,2016,Male,20,J209,1,Bronchitis,SouthAmerica
Peru,2016,Male,24,J411,1,Bronchitis,SouthAmerica
Canada,2016,FeMale,24,J42 ,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,24,J209,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,25,J208,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,32,J208,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,21,J40 ,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,30,J208,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,23,J209,1,Bronchitis,NorthernAmerica
Canada,2016,FeMale,23,J42 ,1,Bronchitis,NorthernAmerica
Canada,2016,Male,21,J40 ,1,Bronchitis,NorthernAmerica
Canada,2016,Male,19,J40 ,1,Bronchitis,NorthernAmerica
Canada,2016,Male,18,J40 ,1,Bronchitis,NorthernAmerica
Canada,2016,Male,15,J411,1,Bronchitis,NorthernAmerica
Canada,2016,Male,30,J209,1,Bronchitis,NorthernAmerica
Canada,2016,Male,25,J42 ,1,Bronchitis,NorthernAmerica
Canada,2016,Male,22,J209,1,Bronchitis,NorthernAmerica
Colombia,2016,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,17,J209,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,17,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,26,J209,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,12,J209,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,11,J42 ,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,6,J209,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,4,J202,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,21,J42 ,1,Bronchitis,SouthAmerica
Colombia,2016,FeMale,21,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,9,J42 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,3,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,7,J42 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,6,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,28,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,5,J208,1,Bronchitis,SouthAmerica
Colombia,2016,Male,26,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,15,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,17,J42 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,18,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,20,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,22,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,24,J209,1,Bronchitis,SouthAmerica
Colombia,2016,Male,24,J40 ,1,Bronchitis,SouthAmerica
Colombia,2016,Male,21,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,17,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,17,J40 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,21,J40 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,21,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,14,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,18,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2014,Male,22,J209,1,Bronchitis,SouthAmerica
